video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00634.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00634\pre_event\00634_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00634\pre_event\00634_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00634\pre_event\00634_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00634\pre_event\00634_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00634\pre_event\00634_pre_05.jpg,80|90|100|110|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Sub-urban,1
00701.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00701\pre_event\00701_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00701\pre_event\00701_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00701\pre_event\00701_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00701\pre_event\00701_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00701\pre_event\00701_pre_05.jpg,93|100|106|113|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00637.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00637\pre_event\00637_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00637\pre_event\00637_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00637\pre_event\00637_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00637\pre_event\00637_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00637\pre_event\00637_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00502.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00502\pre_event\00502_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00502\pre_event\00502_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00502\pre_event\00502_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00502\pre_event\00502_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00502\pre_event\00502_pre_05.jpg,10|38|65|92|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00825.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00825\pre_event\00825_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00825\pre_event\00825_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00825\pre_event\00825_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00825\pre_event\00825_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00825\pre_event\00825_pre_05.jpg,74|86|97|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00119.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00119\pre_event\00119_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00119\pre_event\00119_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00119\pre_event\00119_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00119\pre_event\00119_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00119\pre_event\00119_pre_05.jpg,81|91|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Twilight,Clear,Urban,7
00303.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00303\pre_event\00303_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00303\pre_event\00303_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00303\pre_event\00303_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00303\pre_event\00303_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00303\pre_event\00303_pre_05.jpg,70|82|95|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Cloudy,Urban,3
00929.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00929\pre_event\00929_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00929\pre_event\00929_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00929\pre_event\00929_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00929\pre_event\00929_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00929\pre_event\00929_pre_05.jpg,46|64|83|102|120,"A pre-crash dashcam traffic scene on a sub-urban road, under dark light and clear weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Dark,Clear,Sub-urban,3
01004.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01004\pre_event\01004_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01004\pre_event\01004_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01004\pre_event\01004_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01004\pre_event\01004_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01004\pre_event\01004_pre_05.jpg,28|51|74|97|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00065.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00065\pre_event\00065_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00065\pre_event\00065_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00065\pre_event\00065_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00065\pre_event\00065_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00065\pre_event\00065_pre_05.jpg,77|88|98|109|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Rain,Urban,8
00748.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00748\pre_event\00748_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00748\pre_event\00748_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00748\pre_event\00748_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00748\pre_event\00748_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00748\pre_event\00748_pre_05.jpg,90|98|105|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00210.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00210\pre_event\00210_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00210\pre_event\00210_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00210\pre_event\00210_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00210\pre_event\00210_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00210\pre_event\00210_pre_05.jpg,99|104|110|115|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00321.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00321\pre_event\00321_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00321\pre_event\00321_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00321\pre_event\00321_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00321\pre_event\00321_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00321\pre_event\00321_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Rain,Urban,2
00426.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00426\pre_event\00426_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00426\pre_event\00426_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00426\pre_event\00426_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00426\pre_event\00426_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00426\pre_event\00426_pre_05.jpg,102|106|111|116|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00553.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00553\pre_event\00553_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00553\pre_event\00553_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00553\pre_event\00553_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00553\pre_event\00553_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00553\pre_event\00553_pre_05.jpg,99|104|110|115|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Clear,Urban,3
00916.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00916\pre_event\00916_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00916\pre_event\00916_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00916\pre_event\00916_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00916\pre_event\00916_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00916\pre_event\00916_pre_05.jpg,41|61|80|100|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00944.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00944\pre_event\00944_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00944\pre_event\00944_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00944\pre_event\00944_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00944\pre_event\00944_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00944\pre_event\00944_pre_05.jpg,78|88|99|110|120,"A pre-crash dashcam traffic scene on a highway road, under dark light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Dark,Clear,Highway,5
00534.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00534\pre_event\00534_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00534\pre_event\00534_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00534\pre_event\00534_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00534\pre_event\00534_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00534\pre_event\00534_pre_05.jpg,61|76|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00452.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00452\pre_event\00452_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00452\pre_event\00452_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00452\pre_event\00452_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00452\pre_event\00452_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00452\pre_event\00452_pre_05.jpg,77|88|98|109|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00554.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00554\pre_event\00554_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00554\pre_event\00554_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00554\pre_event\00554_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00554\pre_event\00554_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00554\pre_event\00554_pre_05.jpg,62|76|91|106|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00860.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00860\pre_event\00860_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00860\pre_event\00860_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00860\pre_event\00860_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00860\pre_event\00860_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00860\pre_event\00860_pre_05.jpg,105|109|112|116|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00798.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00798\pre_event\00798_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00798\pre_event\00798_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00798\pre_event\00798_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00798\pre_event\00798_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00798\pre_event\00798_pre_05.jpg,63|77|92|106|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Rain,Urban,4
00971.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00971\pre_event\00971_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00971\pre_event\00971_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00971\pre_event\00971_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00971\pre_event\00971_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00971\pre_event\00971_pre_05.jpg,51|68|86|103|120,"A pre-crash dashcam traffic scene on a highway road, under dark light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Dark,Clear,Highway,7
00687.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00687\pre_event\00687_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00687\pre_event\00687_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00687\pre_event\00687_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00687\pre_event\00687_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00687\pre_event\00687_pre_05.jpg,61|76|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00725.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00725\pre_event\00725_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00725\pre_event\00725_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00725\pre_event\00725_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00725\pre_event\00725_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00725\pre_event\00725_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00360.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00360\pre_event\00360_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00360\pre_event\00360_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00360\pre_event\00360_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00360\pre_event\00360_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00360\pre_event\00360_pre_05.jpg,116|117|118|119|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00942.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00942\pre_event\00942_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00942\pre_event\00942_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00942\pre_event\00942_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00942\pre_event\00942_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00942\pre_event\00942_pre_05.jpg,94|100|107|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Urban,5
00233.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00233\pre_event\00233_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00233\pre_event\00233_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00233\pre_event\00233_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00233\pre_event\00233_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00233\pre_event\00233_pre_05.jpg,83|92|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00285.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00285\pre_event\00285_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00285\pre_event\00285_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00285\pre_event\00285_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00285\pre_event\00285_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00285\pre_event\00285_pre_05.jpg,74|86|97|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00905.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_05.jpg,66|80|93|106|120,"A pre-crash dashcam traffic scene on a industrial road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Industrial,2
00464.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_05.jpg,93|100|106|113|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Highway,7
00787.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_05.jpg,75|86|98|109|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00497.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_05.jpg,79|89|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Clear,Urban,4
00792.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_05.jpg,56|72|88|104|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Sub-urban,8
00566.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_05.jpg,82|92|101|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Urban,5
00996.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_05.jpg,50|68|85|102|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Urban,5
00912.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_05.jpg,87|95|104|112|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00169.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_05.jpg,85|94|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Rain,Urban,4
