video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category,annotation_count,annotator_texts,fusion_mode
00841.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00841\pre_event\00841_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00841\pre_event\00841_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00841\pre_event\00841_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00841\pre_event\00841_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00841\pre_event\00841_pre_05.jpg,35|56|78|99|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle from the right lane merges into its lane, moving into close proximity, but no collision occurs. Two vehicles on a multi-lane highway in daytime with clear weather. The left sedan abruptly merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard and swerves right to avoid collision. The ego vehicle drives straight ahead while a right-lane vehicle changes left into its path, leading to lane-change collision risk. The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-front collision conflict,Normal,Clear,Highway,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle from the right lane merges into its lane, moving into close proximity, but no collision occurs. || Two vehicles on a multi-lane highway in daytime with clear weather. The left sedan abruptly merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard and swerves right to avoid collision. || The ego vehicle drives straight ahead while a right-lane vehicle changes left into its path, leading to lane-change collision risk. || The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. || On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00938.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00938\pre_event\00938_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00938\pre_event\00938_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00938\pre_event\00938_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00938\pre_event\00938_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00938\pre_event\00938_pre_05.jpg,114|116|117|118|120,"It is daytime. The dashcam vehicle makes a U-turn. A straight-moving car suddenly appears on the left. The dashcam vehicle brakes in time and maintains a certain distance, leaving a clear gap between them. No collision occurs. A truck and an ego-vehicle on a paved road near a port area. The truck merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. A straight-moving car suddenly appears on the left while the dashcam vehicle makes a U-turn and brakes in time, maintaining a certain distance and leaving a clear gap. The dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",opposite-direction left-side collision conflict,Normal,Clear,Other,2,4,"It is daytime. The dashcam vehicle makes a U-turn. A straight-moving car suddenly appears on the left. The dashcam vehicle brakes in time and maintains a certain distance, leaving a clear gap between them. No collision occurs. || A truck and an ego-vehicle on a paved road near a port area. The truck merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. || A straight-moving car suddenly appears on the left while the dashcam vehicle makes a U-turn and brakes in time, maintaining a certain distance and leaving a clear gap. || The dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",normalized
00884.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00884\pre_event\00884_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00884\pre_event\00884_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00884\pre_event\00884_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00884\pre_event\00884_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00884\pre_event\00884_pre_05.jpg,70|82|95|108|120,"Pay attention to the right intersection because a vehicle may suddenly enter the path and cause a collision It is daytime. The dashcam vehicle travels straight through the intersection. A vehicle pulls out from the crossing road. Both vehicles brake in time and come to a stop, leaving a safe distance between them. No collision occurs. Residential street with parked cars, clear weather, and daytime lighting. A white sedan turns left from a side street into the ego-vehicle's path. The ego-vehicle brakes to avoid a collision with the turning sedan. The ego vehicle drives straight ahead at an intersection, while a vehicle from the right moves left across its path, leading to intersection collision risk. Video car going straight at the intersection collides with a car from the right turning left. At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right enters or crosses the dashcam path.",opposite-direction right-side collision conflict,Normal,Clear,Sub-urban,1,6,"Pay attention to the right intersection because a vehicle may suddenly enter the path and cause a collision || It is daytime. The dashcam vehicle travels straight through the intersection. A vehicle pulls out from the crossing road. Both vehicles brake in time and come to a stop, leaving a safe distance between them. No collision occurs. || Residential street with parked cars, clear weather, and daytime lighting. A white sedan turns left from a side street into the ego-vehicle's path. The ego-vehicle brakes to avoid a collision with the turning sedan. || The ego vehicle drives straight ahead at an intersection, while a vehicle from the right moves left across its path, leading to intersection collision risk. || Video car going straight at the intersection collides with a car from the right turning left. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right enters or crosses the dashcam path.",normalized
00010.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00010\pre_event\00010_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00010\pre_event\00010_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00010\pre_event\00010_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00010\pre_event\00010_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00010\pre_event\00010_pre_05.jpg,48|66|84|102|120,"Pay attention to the intersection because the right-turning vehicle may collide with the through vehicle While exiting a parking lot, the dashcam vehicle does not yield to a black car that is driving straight, resulting in a crash. Ego vehicle, black SUV, bollards, garage exit, American Airlines building. Black SUV passes closely on the left during exit. Ego vehicle likely hits bollards, causing severe camera tilt. As the dashcam vehicle turns right at an intersection and at a T-junction, a vehicle from the left moves right across its path, leading to intersection collision risk. A vehicle enters the main road without checking for oncoming traffic At an intersection, the dashcam vehicle is turning right while a truck, van, bus, or SUV enters or crosses the dashcam path.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2,6,"Pay attention to the intersection because the right-turning vehicle may collide with the through vehicle || While exiting a parking lot, the dashcam vehicle does not yield to a black car that is driving straight, resulting in a crash. || Ego vehicle, black SUV, bollards, garage exit, American Airlines building. Black SUV passes closely on the left during exit. Ego vehicle likely hits bollards, causing severe camera tilt. || As the dashcam vehicle turns right at an intersection and at a T-junction, a vehicle from the left moves right across its path, leading to intersection collision risk. || A vehicle enters the main road without checking for oncoming traffic || At an intersection, the dashcam vehicle is turning right while a truck, van, bus, or SUV enters or crosses the dashcam path.",normalized
00927.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00927\pre_event\00927_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00927\pre_event\00927_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00927\pre_event\00927_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00927\pre_event\00927_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00927\pre_event\00927_pre_05.jpg,11|38|66|93|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is night. At the intersection, the traffic light changes from yellow to red. The dashcam vehicle travels straight. A vehicle on the right turns left and is entering its path, moving into very close proximity. Nighttime urban intersection with multiple vehicles and traffic lights. White sedan abruptly turns right in front of the ego-vehicle. Ego-vehicle brakes hard to avoid collision with the white sedan. In a scene at an intersection, the camera car drives straight ahead when a right-lane vehicle changes left into its path, creating lane-change collision risk. A video car was proceeding straight through an intersection when a vehicle from the right lane changed into the left lane and caused a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",same-direction right-front collision conflict,Dark,Clear,Urban,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is night. At the intersection, the traffic light changes from yellow to red. The dashcam vehicle travels straight. A vehicle on the right turns left and is entering its path, moving into very close proximity. || Nighttime urban intersection with multiple vehicles and traffic lights. White sedan abruptly turns right in front of the ego-vehicle. Ego-vehicle brakes hard to avoid collision with the white sedan. || In a scene at an intersection, the camera car drives straight ahead when a right-lane vehicle changes left into its path, creating lane-change collision risk. || A video car was proceeding straight through an intersection when a vehicle from the right lane changed into the left lane and caused a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",normalized
00516.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00516\pre_event\00516_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00516\pre_event\00516_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00516\pre_event\00516_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00516\pre_event\00516_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00516\pre_event\00516_pre_05.jpg,90|98|105|112|120,"Pay attention to the vehicle turning left because it may lead to a collision It is daytime. At the intersection, the dashcam vehicle travels straight. A vehicle on the left turns right and is entering the dashcam vehicle's path. Urban intersection with buildings, parked cars, and a truck on a clear day. The truck turns left, and the black car ahead slows down. The ego-vehicle maintains a safe distance and continues straight. As the ego vehicle turns left, a front-right vehicle cuts into its path, leading to turning conflict risk. While the video car was moving straight, the car on its right front suddenly turned left, causing a collision. At an intersection, the dashcam vehicle is turning left while a vehicle from the left brakes or stops suddenly.",same-direction right-front collision conflict,Normal,Clear,Urban,5,6,"Pay attention to the vehicle turning left because it may lead to a collision || It is daytime. At the intersection, the dashcam vehicle travels straight. A vehicle on the left turns right and is entering the dashcam vehicle's path. || Urban intersection with buildings, parked cars, and a truck on a clear day. The truck turns left, and the black car ahead slows down. The ego-vehicle maintains a safe distance and continues straight. || As the ego vehicle turns left, a front-right vehicle cuts into its path, leading to turning conflict risk. || While the video car was moving straight, the car on its right front suddenly turned left, causing a collision. || At an intersection, the dashcam vehicle is turning left while a vehicle from the left brakes or stops suddenly.",normalized
00903.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00903\pre_event\00903_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00903\pre_event\00903_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00903\pre_event\00903_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00903\pre_event\00903_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00903\pre_event\00903_pre_05.jpg,33|55|76|98|120,"Pay attention to the vehicle turning left because it may lead to a collision Daytime, ego-vehicle straight, left-side car enters intersection ahead and slightly invades ego-lane, ego-vehicle brakes timely, no collision. Urban street with multiple vehicles, including a white pickup truck and a black sedan. The black sedan abruptly changes lanes in front of the white pickup truck. The white pickup truck brakes hard to avoid a collision. The camera car drives straight ahead at an intersection, while a vehicle on the left gets too close, producing intersection collision risk. The dashcam vehicle was going straight at the intersection when the vehicle from the left made a left turn, resulting in a collision. At an intersection, the dashcam vehicle brakes or slows late while a truck, van, bus, or SUV brakes or stops suddenly.",opposite-direction left-side collision conflict,Normal,Rain,Urban,2,6,"Pay attention to the vehicle turning left because it may lead to a collision || Daytime, ego-vehicle straight, left-side car enters intersection ahead and slightly invades ego-lane, ego-vehicle brakes timely, no collision. || Urban street with multiple vehicles, including a white pickup truck and a black sedan. The black sedan abruptly changes lanes in front of the white pickup truck. The white pickup truck brakes hard to avoid a collision. || The camera car drives straight ahead at an intersection, while a vehicle on the left gets too close, producing intersection collision risk. || The dashcam vehicle was going straight at the intersection when the vehicle from the left made a left turn, resulting in a collision. || At an intersection, the dashcam vehicle brakes or slows late while a truck, van, bus, or SUV brakes or stops suddenly.",normalized
00880.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00880\pre_event\00880_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00880\pre_event\00880_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00880\pre_event\00880_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00880\pre_event\00880_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00880\pre_event\00880_pre_05.jpg,93|100|106|113|120,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision It is night. The traffic light is green. The dashcam vehicle travels straight. A vehicle from the left lane merges into its lane and moves into very close proximity. Nighttime intersection with traffic cones, construction signs, and a green traffic light. The white car in front slows down and stops at the intersection. The ego-vehicle maintains a safe distance and stops behind the white car. The ego vehicle drives straight ahead when a left-lane vehicle changes right into its path, raising lane-change collision risk. The car in the video was going straight when a vehicle from the left lane changed to the right, causing a collision. At night, the dashcam vehicle changes lanes while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction left-rear collision conflict,Normal,Cloudy,Highway,6,6,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision || It is night. The traffic light is green. The dashcam vehicle travels straight. A vehicle from the left lane merges into its lane and moves into very close proximity. || Nighttime intersection with traffic cones, construction signs, and a green traffic light. The white car in front slows down and stops at the intersection. The ego-vehicle maintains a safe distance and stops behind the white car. || The ego vehicle drives straight ahead when a left-lane vehicle changes right into its path, raising lane-change collision risk. || The car in the video was going straight when a vehicle from the left lane changed to the right, causing a collision. || At night, the dashcam vehicle changes lanes while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00558.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00558\pre_event\00558_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00558\pre_event\00558_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00558\pre_event\00558_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00558\pre_event\00558_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00558\pre_event\00558_pre_05.jpg,49|67|84|102|120,"It is rainy. The traffic light is green. The dashcam vehicle travels straight. A vehicle parked on the right side of the road suddenly starts moving and pulls into its lane. The dashcam vehicle is rapidly approaching it. Intersection with multiple vehicles, pedestrians, and buildings in rainy weather. Vehicles are stopped at a red light, pedestrians are crossing the street. No collision occurs, but vehicles are closely positioned due to the weather conditions. A vehicle parked on the right side of the road is suddenly starting to move and pulling into the lane while the dashcam vehicle is approaching in rainy conditions. On a wet or rainy road, the dashcam vehicle is moving forward while a vehicle from the right creates a dangerous conflict.",same-direction right-front collision conflict,Normal,Rain,Urban,5,4,"It is rainy. The traffic light is green. The dashcam vehicle travels straight. A vehicle parked on the right side of the road suddenly starts moving and pulls into its lane. The dashcam vehicle is rapidly approaching it. || Intersection with multiple vehicles, pedestrians, and buildings in rainy weather. Vehicles are stopped at a red light, pedestrians are crossing the street. No collision occurs, but vehicles are closely positioned due to the weather conditions. || A vehicle parked on the right side of the road is suddenly starting to move and pulling into the lane while the dashcam vehicle is approaching in rainy conditions. || On a wet or rainy road, the dashcam vehicle is moving forward while a vehicle from the right creates a dangerous conflict.",normalized
00100.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00100\pre_event\00100_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00100\pre_event\00100_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00100\pre_event\00100_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00100\pre_event\00100_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00100\pre_event\00100_pre_05.jpg,82|92|101|110|120,"Pay attention to the vehicle in the left lane because its sudden right lane change may lead to a collision The dashcam vehicle travels straight. The vehicle on the right has its left turn signal and brake lights on, but then suddenly turns right and collides with the dashcam vehicle. Wet urban road at night with streetlights and a car on the left. The vehicle suddenly crosses into the ego-vehicle's lane from the left. The ego-vehicle brakes hard to avoid a collision. While at night, the dashcam vehicle changes into the right lane as a left-lane vehicle changes right into its path; the gap becomes too short, leading to lane-change collision risk. As I go straight, the vehicle on my left suddenly changes lanes to the right At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7,6,"Pay attention to the vehicle in the left lane because its sudden right lane change may lead to a collision || The dashcam vehicle travels straight. The vehicle on the right has its left turn signal and brake lights on, but then suddenly turns right and collides with the dashcam vehicle. || Wet urban road at night with streetlights and a car on the left. The vehicle suddenly crosses into the ego-vehicle's lane from the left. The ego-vehicle brakes hard to avoid a collision. || While at night, the dashcam vehicle changes into the right lane as a left-lane vehicle changes right into its path; the gap becomes too short, leading to lane-change collision risk. || As I go straight, the vehicle on my left suddenly changes lanes to the right || At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",normalized
